Italy.Root.It.It15.1.ITS1	Italy.Root.It.It15.2.ITS1	Italy.Root.It.It15.3.ITS1	Italy.Root.It.It24.1.ITS1	Italy.Root.It.It24.2.ITS1	Italy.Root.It.It24.3.ITS1	Italy.Root.It.It32.1.ITS1	Italy.Root.It.It32.2.ITS1	Italy.Root.It.It32.3.ITS1	Italy.Root.It.It41.1.ITS1	Italy.Root.It.It41.2.ITS1	Italy.Root.It.It41.3.ITS1	Italy.Root.It.Sw11.1.ITS1	Italy.Root.It.Sw11.2.ITS1	Italy.Root.It.Sw11.3.ITS1	Italy.Root.It.Sw43.1.ITS1	Italy.Root.It.Sw43.2.ITS1	Italy.Root.It.Sw43.3.ITS1	Italy.Root.It.Sw47.1.ITS1	Italy.Root.It.Sw47.2.ITS1	Italy.Root.It.Sw47.3.ITS1	Italy.Root.It.Sw7.1.ITS1	Italy.Root.It.Sw7.2.ITS1	Italy.Root.It.Sw7.3.ITS1	Italy.Root.Sw.It15.1.ITS1	Italy.Root.Sw.It15.2.ITS1	Italy.Root.Sw.It15.3.ITS1	Italy.Root.Sw.It24.1.ITS1	Italy.Root.Sw.It24.2.ITS1	Italy.Root.Sw.It24.3.ITS1	Italy.Root.Sw.It32.1.ITS1	Italy.Root.Sw.It32.2.ITS1	Italy.Root.Sw.It32.3.ITS1	Italy.Root.Sw.It41.1.ITS1	Italy.Root.Sw.It41.2.ITS1	Italy.Root.Sw.It41.3.ITS1	Italy.Root.Sw.Sw11.1.ITS1	Italy.Root.Sw.Sw11.2.ITS1	Italy.Root.Sw.Sw11.3.ITS1	Italy.Root.Sw.Sw43.1.ITS1	Italy.Root.Sw.Sw43.2.ITS1	Italy.Root.Sw.Sw43.3.ITS1	Italy.Root.Sw.Sw47.1.ITS1	Italy.Root.Sw.Sw47.2.ITS1	Italy.Root.Sw.Sw47.3.ITS1	Italy.Root.Sw.Sw7.1.ITS1	Italy.Root.Sw.Sw7.2.ITS1	Italy.Root.Sw.Sw7.3.ITS1	Italy.Soil.It.It15.1.ITS1	Italy.Soil.It.It15.2.ITS1	Italy.Soil.It.It15.3.ITS1	Italy.Soil.It.It24.1.ITS1	Italy.Soil.It.It24.2.ITS1	Italy.Soil.It.It24.3.ITS1	Italy.Soil.It.It32.1.ITS1	Italy.Soil.It.It32.2.ITS1	Italy.Soil.It.It32.3.ITS1	Italy.Soil.It.It41.1.ITS1	Italy.Soil.It.It41.2.ITS1	Italy.Soil.It.It41.3.ITS1	Italy.Soil.It.Sw11.1.ITS1	Italy.Soil.It.Sw11.2.ITS1	Italy.Soil.It.Sw11.3.ITS1	Italy.Soil.It.Sw43.1.ITS1	Italy.Soil.It.Sw43.2.ITS1	Italy.Soil.It.Sw43.3.ITS1	Italy.Soil.It.Sw47.1.ITS1	Italy.Soil.It.Sw47.2.ITS1	Italy.Soil.It.Sw47.3.ITS1	Italy.Soil.It.Sw7.1.ITS1	Italy.Soil.It.Sw7.2.ITS1	Italy.Soil.It.Sw7.3.ITS1	Italy.Soil.Sw.It15.1.ITS1	Italy.Soil.Sw.It15.2.ITS1	Italy.Soil.Sw.It15.3.ITS1	Italy.Soil.Sw.It24.1.ITS1	Italy.Soil.Sw.It24.2.ITS1	Italy.Soil.Sw.It24.3.ITS1	Italy.Soil.Sw.It32.1.ITS1	Italy.Soil.Sw.It32.2.ITS1	Italy.Soil.Sw.It32.3.ITS1	Italy.Soil.Sw.It41.1.ITS1	Italy.Soil.Sw.It41.2.ITS1	Italy.Soil.Sw.It41.3.ITS1	Italy.Soil.Sw.Sw11.1.ITS1	Italy.Soil.Sw.Sw11.2.ITS1	Italy.Soil.Sw.Sw11.3.ITS1	Italy.Soil.Sw.Sw43.1.ITS1	Italy.Soil.Sw.Sw43.2.ITS1	Italy.Soil.Sw.Sw43.3.ITS1	Italy.Soil.Sw.Sw47.1.ITS1	Italy.Soil.Sw.Sw47.2.ITS1	Italy.Soil.Sw.Sw47.3.ITS1	Italy.Soil.Sw.Sw7.1.ITS1	Italy.Soil.Sw.Sw7.2.ITS1	Italy.Soil.Sw.Sw7.3.ITS1	Italy.Soil.Unplanted.Ita.1.ITS1	Italy.Soil.Unplanted.Ita.2.ITS1	Italy.Soil.Unplanted.Ita.3.ITS1	Italy.Soil.Unplanted.Swe1.ITS1	Italy.Soil.Unplanted.Swe2.ITS1	Italy.Soil.Unplanted.Swe3.ITS1	Sweden.DP.Soil.It.It.1.ITS1	Sweden.DP.Soil.It.It.2.ITS1	Sweden.DP.Soil.It.It.3.ITS1	Sweden.DP.Soil.It.Sw.1.ITS1	Sweden.DP.Soil.It.Sw.2.ITS1	Sweden.DP.Soil.It.Sw.3.ITS1	Sweden.DP.Soil.Sw.It.1.ITS1	Sweden.DP.Soil.Sw.It.2.ITS1	Sweden.DP.Soil.Sw.It.3.ITS1	Sweden.DP.Soil.Sw.Sw.1.ITS1	Sweden.DP.Soil.Sw.Sw.2.ITS1	Sweden.DP.Soil.Sw.Sw.3.ITS1	Sweden.Root.It.Sw.1.ITS1	Sweden.Root.It.Sw.2.ITS1	Sweden.Root.It.Sw.3.ITS1	Sweden.Root.It.Sw.4.ITS1	Sweden.Root.It.Sw.5.ITS1	Sweden.Root.It.Sw.6.ITS1	Sweden.Root.Sw.Sw.1.ITS1	Sweden.Root.Sw.Sw.2.ITS1	Sweden.Root.Sw.Sw.3.ITS1	Sweden.Root.Sw.Sw.4.ITS1	Sweden.Root.Sw.Sw.5.ITS1	Sweden.Root.Sw.Sw.6.ITS1	Sweden.Soil.It.Sw.1.ITS1	Sweden.Soil.It.Sw.2.ITS1	Sweden.Soil.It.Sw.3.ITS1	Sweden.Soil.It.Sw.4.ITS1	Sweden.Soil.It.Sw.5.ITS1	Sweden.Soil.It.Sw.6.ITS1	Sweden.Soil.Sw.Sw.1.ITS1	Sweden.Soil.Sw.Sw.2.ITS1	Sweden.Soil.Sw.Sw.3.ITS1	Sweden.Soil.Sw.Sw.4.ITS1	Sweden.Soil.Sw.Sw.5.ITS1	Sweden.Soil.Sw.Sw.6.ITS1	Sweden.Soil.Unplanted.It.1.ITS1	Sweden.Soil.Unplanted.It.2.ITS1	Sweden.Soil.Unplanted.It.3.ITS1	Sweden.Soil.Unplanted.Sw.1.ITS1	Sweden.Soil.Unplanted.Sw.2.ITS1	Sweden.Soil.Unplanted.Sw.3.ITS1
Zotu179	5	26	0	0	0	0	4	0	0	29	0	0	59	0	0	1	0	0	0	0	0	17	9	3	49	8	4	30	527	17	0	6	884	65	45	34	1058	0	34	1	2	0	787	46	20	102	276	1	1	39	0	2	0	0	0	0	0	7	1	0	3	0	0	20	0	0	0	0	0	1	0	1	97	75	5	0	141	4	1	0	3	19	13	16	105	9	0	8	0	0	2	4	0	4	63	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	1	2	1	7	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2	7	0	0	1	0	2	0	1	1	5	3	0	2	1	0	0	0	2	1	0	0	0	6	2	3	0	0	0	0	0	0	8	3	14	12	7	6	0	0	0	0	0	0	4	0	2	1	3	4	0	0	0	0	0	0	11	7	6	13	8	17	6	0	0	0	2	2
Zotu358	0	0	0	8	12	0	0	9	0	0	280	7	0	566	11	0	65	0	0	22	31	22	1	0	5	40	0	0	0	4	0	1	1	9	0	1	0	0	0	0	0	0	0	0	0	0	25	2	0	50	0	6	0	19	0	5	0	14	5	4	3	79	4	40	49	0	0	5	3	82	2	8	8	80	5	0	0	0	24	2	0	0	4	5	12	0	0	3	17	0	1	0	1	0	1	0	0	0	9	36	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	10	4	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	7	0	0	0
Zotu895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	69	4	2	21	5	5	10	11	14	21	5	33	15	44	7	15	5	35	11	10	4	20	5	0	0	0	54	59	0	0	0	0	0	0	0	9	2	4	11	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	3	2	5	0	0	0	2	0	1
Zotu493	0	14	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	6	0	2	0	0	0	9	0	0	1	5	2	4	0	3	0	0	26	0	0	3	1	0	0	6	0	1	10	3	0	0	0	6	1	3	0	1	2	0	18	80	137	35	14	45	55	10	8	31	9	43	37	31	40	34	74	12	45	28	18	31	21	25	13	0	0	0	38	95	15	0	0	0	0	0	0	17	0	3	8	4	6	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	5	6	7	0	0	0	0	3	9
Zotu459	0	0	0	0	0	4	6	1	0	0	1	37	26	0	0	35	0	3	92	0	0	0	0	40	0	10	11	4	4	8	0	3	0	0	1	1	0	0	15	0	0	0	0	0	28	1	0	0	0	0	0	52	1	84	0	4	1	0	0	6	204	1	0	120	3	56	5	1	0	0	0	87	0	8	20	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu291	0	0	1	0	0	0	1	0	0	0	0	0	0	5	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	14	3	11	8	2	9	2	6	3	13	8	18	14	0	13	7	1	1	12	4	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	23	16	8	0	0	1	38	114	10	80	20	36	0	0	0	0	0	0	5	0	1	0	2	3	0	0	0	0	0	0	631	86	217	7	132	80	0	0	0	0	0	0	227	15	46	0	1	0
Zotu159	1	0	23	7	0	8	0	2	0	8	4	44	1	22	0	3	0	3	3	0	1	41	10	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	11	191	552	65	69	158	122	15	17	271	44	156	227	102	188	31	91	407	106	18	26	187	4	9	14	16	0	5	2	0	3	4	0	8	1	0	5	6	22	15	3	2	1	3	1	4	1	0	434	378	14	2	10	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu483	1	0	0	0	0	0	2	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	189	1	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	16	0	0	72	0	13	0	15	22	77	16	6	0	0	19	15	4	0	0	0	2	6	0	27	187	8	0	0	26	15	52	3	0	14	9	20	106	7	14	0	0	12	0	7	5	14	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu196	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	3007	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	7	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	4	0	0	0	0	0	1	0	184	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	1	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	2	0
Zotu73	28	210	124	69	9	131	10	606	15	376	100	406	66	77	27	172	20	32	257	70	345	113	93	147	0	0	0	0	1	0	0	0	0	0	10	1	0	0	0	1	0	7	1	0	2	0	0	0	112	350	165	176	135	14	23	15	138	158	256	262	703	2106	196	277	84	29	131	37	153	74	20	206	0	23	7	0	1	3	0	4	2	0	38	7	53	1	12	19	1	14	1	0	8	1	0	9	345	87	28	5	91	0	44	51	60	595	50	46	0	0	0	2	0	0	3	20	16	18	5	120	0	0	0	0	0	0	595	70	209	58	451	421	0	0	0	0	0	0	344	29	207	0	0	0
Zotu2306	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	11	0	0	0	0	0	0	0	0	35	24	9	0	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	11	5	0	0	3	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu133	0	0	0	0	156	0	0	0	0	0	0	0	15	0	0	0	0	0	0	35	0	0	216	2	0	320	0	2655	0	1	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	0	5	0	0	0	0	0	6	3	0	0	0	0	0	1491	1	1	2	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	3	0	73	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	35	5	1	0	2	10	1	1	1	3	2	1	2	8	1	3	3	3	5	0	3	1	4	2	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu344	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	35	14	0	0	5	0	1	4	1	0	0	1	7	3	1	68	3	19	0	13	6	0	0	2	0	0	2	0	13	4	0	3	3	7	462	42	1	1	0	8	2	2	0	4	7	0	1	0	0	176	6	0	0	6	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	1	0	0	772	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	11	0	0	50	45	1	23	140	113	0	0	4	22	54	0	69	0	119	0	155	0	1	0	0	0	0	0	3	0	0	45	0	0	0	0	84	4	118	11	3	23	0	0	0	0	0	0	4	15	7	3	109	0	0	0	5	0	0	0	3	7	2	1	0	4	0	26	0	0	1	0
Zotu1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	74	0	35	11	0	0	0	0	3	15	0	113	1	2	0	0	0	2	81	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2163	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	0	1	0	0	1	0	0	7	6	0	0	0	0	1	2	7	23	1	0	12	0	0	49	3	20	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	1	1	4	1	8	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu76	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	17	0	0	0	0	0	0	0	0	250	8	1	90	4	0	0	8834	0	147	3	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	3	2	0	0	3	2	0	0	0	0	0	4	0	1	8	8	0	1	0	1	0	0	0	0	5	0	62	0	0	0	3	0	0	168	0	2	68	4	13	0	0	1	0	0	0	0	3	5	8	0	0	0	0	0	0	0	0	7	0	3	2	2	21	0	0	0	0	0	3
Zotu994	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	6	0	0	30	0	3	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	1	0	0	0	1	0	0	3	5	0	98	0	9	1	10	2	0	0	6	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	5	1	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	3	0	3	0	0	0	0	0	4	0	0	0	0
Zotu730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	4	2	2	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0
Zotu477	0	0	17	15	0	0	0	9	0	0	33	0	0	8	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	21	1	14	57	0	8	5	0	23	51	6	36	32	0	22	25	0	5	14	0	31	23	2	22	0	0	1	0	0	6	1	0	0	9	0	0	0	0	1	25	0	0	3	0	1	6	0	0	0	0	0	0	0	33	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0
Zotu3747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	2	5	0	9	0	0	0	9	0	0	0	1	4	0	0	1	4	9	0	0	1	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	14	0	0	0	0	0	0	0	0	999	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	5	4	97	47	34	0	20	247	20	26	26	397	0	9	10	2	3	55	608	16	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	1	0	16	0	1	0	1	10	0	4	6	2	2	14	9	3	8	5	1	1	11	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	2	1	1	0	1	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	0	0	0
Zotu580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	3	108	67	3	7	13	10	7	6	9	12	16	15	13	51	41	12	12	15	17	7	7	3	22	23	0	0	0	108	42	34	0	0	0	0	0	0	45	48	51	27	32	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	40	21	23	48	39	25	0	0	0	2	0	1
Zotu406	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	14	70	0	0	0	0	0	0	0	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	4	0	0	0	0	1	3	101	3	1	0	0	0	5	1	1	0	0	0	4	3	0	0	0	10	0	0	0	10	2	9	0	17	19	0	0	7	0	0	0	90	191	89	29	308	90	2	0	34	0	3	0	5	0	11	10	12	13	0	0	0	0	0	0
Zotu399	21	50	3	6	13	11	11	0	1	49	0	41	100	65	0	73	3	66	158	156	3	189	164	11	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	4	0	3	10	1	3	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	43	0	0	0	0	0	0	46	2	1	1	10	0	0	69	4	4	4	36	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu223	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	325	34	8	2	18	95	4	2	6	11	9	4	22	6	23	782	2	5	5	2	2	1	31	9	0	0	0	3	0	1199	0	1	0	0	0	0	22	3	11	12	8	6	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	7	5	6	9	1	19	0	0	0	14	7	1
